grade,lesson_term,subject,unit_order,unit_name,lesson_order,lesson_name
g5,t1,s3,u5,,l1,"الأول: الضرب في قوى العدد 10"
g5,t1,s3,u4,,l5,"الخامس: مسائل كلامية متعددة الخطوات"
g5,t1,s3,u4,,l4,"الرابع: علاقة القسمة بالضرب"
g5,t1,s3,u4,,l3,"الثالث: استخدام خوارزمية القسمة"
g5,t1,s3,u4,,l2,"الثاني: تقدير خارج القسمة"
g5,t1,s3,u4,,l1,"الأول: القسمة على عدد مكوَّن من رقمين"
g5,t1,s3,u3,,l5,"الخامس: مسائل كلامية على الضرب"
g5,t1,s3,u3,,l4,"الرابع: ضرب الأعداد متعددة الأرقام"
g5,t1,s3,u3,,l3,"الثالث: الضرب في عدد مكوَّن من رقمين باستخدام الخوارزمية المعيارية"
g5,t1,s3,u3,,l2,"الثاني: خاصية التوزيع في عملية الضرب"
g5,t1,s3,u3,,l1,"الأول: استخدام نموذج مساحة المستطيل في عملية الضرب"
g5,t1,s3,u2,,l8,"الثامن: عوامل أم مضاعفات؟"
g5,t1,s3,u2,,l7,"السابع: المضاعف المشترك الأصغر )م.م.أ("
g5,t1,s3,u2,,l6,"السادس: تحديد المضاعفات"
g5,t1,s3,u2,,l5,"الخامس: العامل المشترك الأكبر )ع.م.أ("
g5,t1,s3,u2,,l4,"الرابع: تحليل العدد إلى عوامل أولية"
g5,t1,s3,u2,,l3,"الثالث: القصص والأعداد"
g5,t1,s3,u2,,l2,"الثاني: المتغيرات في المعادلات"
g5,t1,s3,u2,,l1,"الأول: التعبيرات الرياضية والمعادلات والمتغيرات"
g5,t1,s3,u1,,l9,"التاسع: تقدير الفرق بين عددين عشريين"
g5,t1,s3,u1,,l8,"الثامن: نمذجة طرح الكسور العشرية"
g5,t1,s3,u1,,l7,"السابع: نمذجة جمع الكسور العشرية"
g5,t1,s3,u1,,l6,"السادس: تقدير مجموع الأعداد العشرية"
g5,t1,s3,u1,,l5,"الخامس: تقريب الكسور العشرية"
g5,t1,s3,u1,,l4,"الرابع: مقارنة الكسور العشرية"
g5,t1,s3,u1,,l3,"الثالث: تكوين الكسور العشرية وتحليلها"
g5,t1,s3,u1,,l2,"الثاني: تغيير القيم المكانية"
g5,t1,s3,u1,,l11,"الحادي عشر: مسائل كلامية على الكسور العشرية"
g5,t1,s3,u1,,l10,"العاشر: طرح الكسور العشرية حتى جزء من الألف"
g5,t1,s3,u1,,l1,"الأول: الكسور العشرية حتى جزء من الألف"
g5,t1,s2,u3,,l5,"شخصيات مصرية مؤثرة:
             
                 الملك أمنمحات الثالث-
 
                 الرئيس الراحل جمال عبد الناصر"
g5,t1,s2,u3,,l4,"الدرس الرابع:التجارة في بلدي"
g5,t1,s2,u3,,l3,"الدرس الثالث: الصناعة في بلدي"
g5,t1,s2,u3,,l2,"الدرس الثاني: الثروة الحيوانية والسمكية في بلدي"
g5,t1,s2,u3,,l1,"الدرس الأول: الزراعة في بلدي"
g5,t1,s2,u2,,l4,"الدرس الرابع: اختراع النقود وتطورها."
g5,t1,s2,u2,,l3,"الدرس الثالث: مصادر الطاقة في بلدي"
g5,t1,s2,u2,,l2,"الدرس الثاني:الموارد المعدنية في بلدي"
g5,t1,s2,u2,,l1,"الدرس الأول:الموارد المائية في بلدي"
g5,t1,s2,u1,,l7,"شخصيات مصرية مؤثرة:
             
                 الملك نعرمر (مينا)-الملك تحتمس الثالث"
g5,t1,s2,u1,,l6,"الدرس السادس: التغيرات المناخية وأثرها على بلدي"
g5,t1,s2,u1,,l5,"الدرس الخامس: النباتات الطبيعية والحيوانات البرية في بلدي"
g5,t1,s2,u1,,l4,"الدرس الرابع: مناخ بلدي"
g5,t1,s2,u1,,l3,"الدرس الثالث: مظاهر سطح بلدي"
g5,t1,s2,u1,,l2,"الدرس الثاني: قصة نشأة الحضارة المصرية القديمة"
g5,t1,s2,u1,,l1,"الدرس الأول موقع بلدى"
g5,t1,s1,u2,,l3,"الموضوع الثالث : (عاداتهم تميزهم) 
                
                   قصة ( شتاء دافئ جميل)
  
                  نص نعلوماتي ( طعامهم يميزهم)"
g5,t1,s1,u2,,l2,"الموضوع الثاني : (لغاتهم تميزهم )
              
                  أنشطة نص الاستماع  ( صداقة بلاحدود) 
  
                  شعر ( لغة الأجداد)
  
                  نص نعلوماتي ( مميزون باختلاف)"
g5,t1,s1,u2,,l1,"الموضوع الأول : أشكالهم تميزهم
                    
                        أنشطة نص الاستماع  ( أنتِ أجمل) 
        
                        قصة  ( الأرانب وملك الفيل  )
        
                        نص معلوماتي ( الجمال الحقيقي )"
g5,t1,s1,u1,,l3,"الموضوع الثالث : خططت وثابرت
           
              
                  قصة ( سأحاول من جديد ) 
  
                  قصة السمكات الثلاث"
g5,t1,s1,u1,,l2,"الموضوع الثاني : تساءلت وبادرت
             
                 أنشطة نص الاستماع  (  لماذا ؟  ) 
 
                 شعر ( رسالة للمعلم)
 
                 نص نعلوماتي ( الأهم فالمهم )"
g5,t1,s1,u1,,l1,"الموضوع الأول : عرفت قدراتي
            
                أنشطة نص الاستماع  ( أنا أستطيع )
                

                قصة  ( اكتشف مهاراتك)

                نص نعلوماتي ( الاختلاف  والتميز )"
g4,t2,s8,u4,,l2,"4.2 Changing Landscapes"
g4,t2,s8,u4,,l1,"4.1  Breaking Down and Moving Rocks"
g4,t2,s8,u3,,l3,"3.2 About Fuel"
g4,t2,s8,u3,,l2,"3.3 Renewable Energy Sources"
g4,t2,s8,u3,,l1,"3.1 Devices   and Energy"
g4,t2,s8,u2,,l5,"5-	Solving Multistep Story Problems with Addition and Subtraction`"
g4,t2,s8,u2,,l4,"4-	Bar Models, Variables, and Story Problems"
g4,t2,s8,u2,,l3,"2.3 Energy and Collisions"
g4,t2,s8,u2,,l2,"2.2 Energy and Motion"
g4,t2,s8,u2,,l1,"2.1 Starting and Stopping"
g4,t2,s8,u1,,l3,"1.3 Light and Sight"
g4,t2,s8,u1,,l2,"1.2 Senses at Work"
g4,t2,s8,u1,,l1,"1.1 Adaptation and Survival"
g4,t2,s7,u9,,l9,"9-	Same Fraction, Different Ways"
g4,t2,s7,u9,,l8,"8-	Like Denominators  or Numerators"
g4,t2,s7,u9,,l7,"7-	Subtracting Mixed Numbers"
g4,t2,s7,u9,,l6,"6-	Adding Mixed Numbers"
g4,t2,s7,u9,,l5,"5-	Pieces from the Whole"
g4,t2,s7,u9,,l4,"4-	All Mixed Up"
g4,t2,s7,u9,,l3,"3-	Break It Down Again"
g4,t2,s7,u9,,l2,"2-	Break It Down"
g4,t2,s7,u9,,l15,"15-	Multiplying by a Whole"
g4,t2,s7,u9,,l14,"14-	Many Missing Multiples"
g4,t2,s7,u9,,l13,"13-	Different Numbers, Same Value"
g4,t2,s7,u9,,l12,"12-	Fractions and the Identity Property"
g4,t2,s7,u9,,l11,"11-	Half or Whole?"
g4,t2,s7,u9,,l10,"10-	Benchmark Fractions"
g4,t2,s7,u9,,l1,"1-	Let’s Build It"
g4,t2,s7,u13,,l7,"7-	Drawing Angles with  a Protractor"
g4,t2,s7,u13,,l6,"6-	Drawing Angles"
g4,t2,s7,u13,,l5,"5-	Measuring Angles, Part 2"
g4,t2,s7,u13,,l4,"4-	Measuring Angles, Part 1"
g4,t2,s7,u13,,l3,"3-	Understanding Protractors"
g4,t2,s7,u13,,l2,"2-	Angles on a Clock Face"
g4,t2,s7,u13,,l1,"1-	Understanding Degrees"
g4,t2,s7,u12,,l9,"9-	Classifying Triangles"
g4,t2,s7,u12,,l8,"8-	Drawing Angles"
g4,t2,s7,u12,,l7,"7-	Classifying Angles"
g4,t2,s7,u12,,l6,"6-	Identifying Right Angles"
g4,t2,s7,u12,,l5,"5-	Real-World Geometry, Part 1"
g4,t2,s7,u12,,l4,"4-	Creating Symmetrical Images"
g4,t2,s7,u12,,l3,"3-	What Is Symmetry?"
g4,t2,s7,u12,,l2,"2-	The Relation between two lines"
g4,t2,s7,u12,,l12,"12-	Real-World Geometry, Part 2"
g4,t2,s7,u12,,l11,"11-	Classifying Quadrilaterals"
g4,t2,s7,u12,,l10,"10-	Drawing Triangles"
g4,t2,s7,u12,,l1,"1-	Points, Lines, Line Segments, and Rays"
g4,t2,s7,u11,,l4,"4-	Graphing the Class"
g4,t2,s7,u11,,l3,"3-	Breaking the Bar"
g4,t2,s7,u11,,l2,"2-	Plotting Along"
g4,t2,s7,u11,,l1,"1-	Show Me the Data"
g4,t2,s7,u10,,l9,"9-	Not All Digits Are Equal"
g4,t2,s7,u10,,l8,"8-	Model Comparisons"
g4,t2,s7,u10,,l7,"7-	All Things Equal"
g4,t2,s7,u10,,l6,"6-	The Whole Breakdown"
g4,t2,s7,u10,,l5,"5-	Same Value, Different Ways"
g4,t2,s7,u10,,l4,"4-	Decimals in different Forms"
g4,t2,s7,u10,,l3,"3-	The Place Value"
g4,t2,s7,u10,,l2,"2-	Hundredths"
g4,t2,s7,u10,,l12,"12-	Putting the Pieces Together"
g4,t2,s7,u10,,l11,"11-	Check the Denominators"
g4,t2,s7,u10,,l10,"10-	Comparing Tenths and Hundredths"
g4,t2,s7,u10,,l1,"1-	Let’s Explore Decimals"
g4,t2,s6,u8,,l2,"Lesson 2"
g4,t2,s6,u8,,l1,"Lesson 1"
g4,t2,s6,u7,,l5,"Lesson 5"
g4,t2,s6,u7,,l4,"Lesson 4"
g4,t2,s6,u7,,l3,"Lesson 3"
g4,t2,s6,u7,,l2,"Lesson 2"
g4,t2,s6,u7,,l1,"Lesson 1"
g4,t2,s6,u6,,l5,"Lesson 5"
g4,t2,s6,u6,,l4,"Lesson 4"
g4,t2,s6,u6,,l3,"Lesson 3"
g4,t2,s6,u6,,l2,"Lesson 2"
g4,t2,s6,u6,,l1,"Lesson 1"
g4,t2,s6,u5,,l5,"Lesson 5"
g4,t2,s6,u5,,l4,"Lesson 4"
g4,t2,s6,u5,,l3,"Lesson 3"
g4,t2,s6,u5,,l2,"Lesson 2"
g4,t2,s6,u5,,l1,"Lesson 1"
g4,t2,s6,u4,,l2,"Lesson 2"
g4,t2,s6,u4,,l1,"Lesson 1"
g4,t2,s6,u3,,l5,"Lesson 5"
g4,t2,s6,u3,,l4,"Lesson 4"
g4,t2,s6,u3,,l3,"Lesson 3"
g4,t2,s6,u3,,l2,"Lesson 2"
g4,t2,s6,u3,,l1,"Lesson 1"
g4,t2,s6,u2,,l5,"Lesson 5"
g4,t2,s6,u2,,l4,"Lesson 4"
g4,t2,s6,u2,,l3,"Lesson 3"
g4,t2,s6,u2,,l2,"Lesson 2"
g4,t2,s6,u2,,l1,"Lesson 1"
g4,t2,s6,u1,,l5,"Lesson 5"
g4,t2,s6,u1,,l4,"Lesson 4"
g4,t2,s6,u1,,l3,"Lesson 3"
g4,t2,s6,u1,,l2,"Lesson 2"
g4,t2,s6,u1,,l1,"Lesson 1"
g4,t2,s5,u4,,l3,"قيمة الاستقلالية
(قصة فريدة)"
g4,t2,s5,u4,,l2,"قيمة التسامح والسلام
(قصة لاعب ملاكة قوي)"
g4,t2,s5,u4,,l1,"قيمة الحب
                (قصة رحلة إلى الإسماعيلية)"
g4,t2,s5,u3,,l3,"قيمة الاستقلالية
                (قصة أنا حر)"
g4,t2,s5,u3,,l2,"قيمة التسامح والسلام
(قصة فكرة مدهشة)"
g4,t2,s5,u3,,l1,"قيمة الحب
                (قصة بطولات)"
g4,t2,s4,u4,,l2,"المفهوم الثانى
             
                 (نغير مظاهر السطح)"
g4,t2,s4,u4,,l1,"المفهوم الأول
             
                 (تفتت الصخور وتحركها)"
g4,t2,s4,u3,,l3,"المفهوم الثالث
             
                 (مصادر الطاقة المتجددة)"
g4,t2,s4,u3,,l2,"المفهوم الثانى
             
                 (عن الوقود)"
g4,t2,s4,u3,,l1,"المفهوم الأول
             
                 (الأجهزة والطاقة)"
g4,t2,s3,u4,,l9,"التاسع: تصنيف المثلثات"
g4,t2,s3,u4,,l8,"الثامن: رسم الزوايا"
g4,t2,s3,u4,,l7,"السابع: تصنيف الزوايا"
g4,t2,s3,u4,,l6,"السادس: تحديد الزوايا القائمة"
g4,t2,s3,u4,,l5,"الخامس: الهندسة في حياتنا – الجزء الأول"
g4,t2,s3,u4,,l4,"الرابع: رسم صور ذات خط تماثل"
g4,t2,s3,u4,,l3,"الثالث: ما التماثل؟"
g4,t2,s3,u4,,l2,"الثانى: العلاقة بين المستقيمين"
g4,t2,s3,u4,,l12,"الثانى عشر: الهندسة في حياتنا - الجزء الثاني"
g4,t2,s3,u4,,l11,"الحادى عشر: تصنيف الأشكال الرباعية"
g4,t2,s3,u4,,l10,"العاشر: رسم المثلثات"
g4,t2,s3,u4,,l1,"الأول: النقاط والخطوط المستقيمة والأشعة والقطع المستقيمة"
g4,t2,s3,u3,,l4,"الرابع: تمثيل بياني للفصل"
g4,t2,s3,u3,,l3,"الثالث: تحليل التمثيل البياني"
g4,t2,s3,u3,,l2,"الثاني: التمثيل البياني بالنقاط"
g4,t2,s3,u3,,l1,"الأول: كيف تعرض بياناتك؟"
g4,t2,s3,u2,,l9,"التاسع: كسور عشرية بأرقام مختلفة"
g4,t2,s3,u2,,l8,"الثامن: المقارنة باستخدام النماذج"
g4,t2,s3,u2,,l7,"السابع: الصور المتكافئة للكسور"
g4,t2,s3,u2,,l6,"السادس: أجزاء الواحد الصحيح"
g4,t2,s3,u2,,l5,"الخامس: نفس القيمة بصور مختلفة"
g4,t2,s3,u2,,l4,"الرابع: صيغ مختلفة للكسور العشرية"
g4,t2,s3,u2,,l3,"الثالث: القيمة المكانية"
g4,t2,s3,u2,,l2,"الثاني: الأجزاء من مائة"
g4,t2,s3,u2,,l12,"الثاني عشر: جمع الكسور العشرية باستخدام الكسور المتكافئة"
g4,t2,s3,u2,,l11,"الحادي عشر: التحقق من المقام"
g4,t2,s3,u2,,l10,"العاشر: مقارنة الأجزاء من عشرة والأجزاء من مائة"
g4,t2,s3,u2,,l1,"الأول: استكشاف الكسور العشرية"
g4,t2,s3,u1,,l9,"التاسع: نفس الكسر بأشكال مختلفة"
g4,t2,s3,u1,,l8,"الثامن: الكسور متحدة المقام أو البسط"
g4,t2,s3,u1,,l7,"السابع: طرح الأعداد الكسرية"
g4,t2,s3,u1,,l6,"السادس: جمع الأعداد الكسرية"
g4,t2,s3,u1,,l5,"الخامس: أجزاء من الكل"
g4,t2,s3,u1,,l4,"الرابع: الكسور والأعداد الكسرية"
g4,t2,s3,u1,,l3,"الثالث: مزيد من التحليل"
g4,t2,s3,u1,,l2,"الثاني: هيا نحلل"
g4,t2,s3,u1,,l15,"الخامس عشر: الضرب في عدد صحيح"
g4,t2,s3,u1,,l14,"الرابع عشر: المضاعفات المجهولة"
g4,t2,s3,u1,,l13,"الثالث عشر: أعداد مختلفة بنفس القيمة"
g4,t2,s3,u1,,l12,"الثانى عشر: الكسور والعنصر المحايد"
g4,t2,s3,u1,,l11,"الحادى عشر: أيهما أقرب، النصف أم الواحد؟"
g4,t2,s3,u1,,l10,"العاشر: الكسور المرجعية"
g4,t2,s3,u1,,l1,"الأول: هيا نبني"
g4,t2,s2,u3,,l5,"شخصيات مصريّة مؤثِّرة:
             
                 الملك خوفو والملكة حتشبسوت"
g4,t2,s2,u3,,l4,"الدرس الرابع: تطوّر وسائل الاتصال وتأثيرها في المجتمع"
g4,t2,s2,u3,,l3,"الدرس الثالث: قواعد وأخلاقيات استخدام وسائل النقل"
g4,t2,s2,u3,,l2,"الدرس الثاني: أنواع وسائل النقل في حياتي"
g4,t2,s2,u3,,l1,"الدرس الأوّل: تطوّر وسائل النقل وتأثيرها في المجتمع"
g4,t2,s2,u2,,l6,"هيئات مؤثِّرة في المجتمع المصري:
             
                 الجهاز المركزي للتعبئة العامّة والإحصاء ومنظّمة اليونسكو"
g4,t2,s2,u2,,l5,"الدرس الخامس: مسئوليتنا نحو تراث بلدنا"
g4,t2,s2,u2,,l4,"الدرس الرابع: السياحة واقتصاد بلدنا"
g4,t2,s2,u2,,l3,"الدرس الثالث: الأماكن السياحية والأثرية في بلدنا"
g4,t2,s2,u2,,l2,"الدرس الثاني: الأماكن التراثية في بلدنا"
g4,t2,s2,u2,,l1,"الدرس الأوّل: تراثنا الوطني"
g4,t2,s2,u1,,l4,"الدرس الرابع : نظام الحكم في بلدنا"
g4,t2,s2,u1,,l3,"الدرس الثالث: نماذج للمشكلات الاجتماعية في بلدنا"
g4,t2,s2,u1,,l2,"الدرس الثاني : التراث الثقافي لسكّان بلدنا"
g4,t2,s2,u1,,l1,"الدرس الأوّل: أنماط سكّان بلدنا"
g4,t1,s8,u3,,l7,"7-	Applications of measurement 2"
g4,t1,s8,u3,,l6,"6-	Applications of measurement 1"
g4,t1,s8,u3,,l5,"5-	Elapsed Time"
g4,t1,s8,u3,,l4,"4-	Units of Time"
g4,t1,s8,u3,,l3,"3-	Units of Capacity"
g4,t1,s8,u3,,l2,"2-	Measuring Mass"
g4,t1,s8,u3,,l1,"1-	Measuring length"
g4,t1,s8,u2,,l5,"5-	Solving Multistep Story Problems with Addition and Subtraction`"
g4,t1,s8,u2,,l4,"4-	Bar Models, Variables, and Story Problems"
g4,t1,s8,u2,,l3,"2.3 Energy and Collisions"
g4,t1,s8,u2,,l2,"2.2 Energy and Motion"
g4,t1,s8,u2,,l1,"2.1 Starting and Stopping"
g4,t1,s8,u1,,l3,"1.3 Light and Sight"
g4,t1,s8,u1,,l2,"1.2 Senses at Work"
g4,t1,s8,u1,,l1,"1.1 Adaptation and Survival"
g4,t1,s7,u8,,l2,"2-	The Order of Operations and Story Problems"
g4,t1,s7,u8,,l1,"1-	Order of Operations"
g4,t1,s7,u7,,l9,"9-	The Partial Quotients Algorithm"
g4,t1,s7,u7,,l8,"8-	The Area Model and Division"
g4,t1,s7,u7,,l7,"7-	Patterns in Division"
g4,t1,s7,u7,,l6,"6-	Exploring Remainders"
g4,t1,s7,u7,,l5,"5-	multiply a two-digit number by a multiple of 10"
g4,t1,s7,u7,,l4,"4-	multiply by a one-digit number"
g4,t1,s7,u7,,l3,"3-	The Partial Products Algorithm"
g4,t1,s7,u7,,l2,"2-	The Distributive Property"
g4,t1,s7,u7,,l11,"11-	Division and Multiplication"
g4,t1,s7,u7,,l10,"10-	The Standard Division Algorithm"
g4,t1,s7,u7,,l1,"1-	The Area Model Strategy"
g4,t1,s7,u6,,l6,"6-	Relationships between Factors and Multiples"
g4,t1,s7,u6,,l5,"5-	Common Multiples"
g4,t1,s7,u6,,l4,"4-	4-	Identifying Multiples of Whole Numbers"
g4,t1,s7,u6,,l3,"3-	Greatest Common Factor G.C.F"
g4,t1,s7,u6,,l2,"2-	Prime and Composite Numbers"
g4,t1,s7,u6,,l1,"1-	Identifying Factors of Whole Numbers"
g4,t1,s7,u5,,l7,"7-	Applying Patterns in Multiplication"
g4,t1,s7,u5,,l6,"6-	Associative Property of Multiplication"
g4,t1,s7,u5,,l5,"5-	Identity Property and the Zero Property"
g4,t1,s7,u5,,l4,"4-	Commutative Property of Multiplication"
g4,t1,s7,u5,,l3,"3-	Solving Multiplicative Comparison Equations"
g4,t1,s7,u5,,l2,"2-	Creating Multiplicative Comparison Equations"
g4,t1,s7,u5,,l1,"1-	Multiplicative Comparison"
g4,t1,s7,u4,,l4,"4-	Complex Shapes"
g4,t1,s7,u4,,l3,"3-	Unknown Dimensions"
g4,t1,s7,u4,,l2,"2-	Finding area"
g4,t1,s7,u4,,l1,"1-	Finding perimeter"
g4,t1,s7,u3,,l7,"7-	Applications of measurement 2"
g4,t1,s7,u3,,l6,"6-	Applications of measurement 1"
g4,t1,s7,u3,,l5,"5-	Elapsed Time"
g4,t1,s7,u3,,l4,"4-	Units of Time"
g4,t1,s7,u3,,l3,"3-	Units of Capacity"
g4,t1,s7,u3,,l2,"2-	Measuring Mass"
g4,t1,s7,u3,,l1,"1-	Measuring length"
g4,t1,s7,u2,,l5,"5-	Solving Multistep Story Problems with Addition and Subtraction`"
g4,t1,s7,u2,,l4,"4-	Bar Models, Variables, and Story Problems"
g4,t1,s7,u2,,l3,"3-	Subtraction with Regrouping"
g4,t1,s7,u2,,l2,"2-	Addition with Regrouping"
g4,t1,s7,u2,,l1,"1-	Properties of Addition"
g4,t1,s7,u1,,l8,"8- Rounding Rules"
g4,t1,s7,u1,,l7,"7-	Descending and Ascending Numbers"
g4,t1,s7,u1,,l6,"6-	Comparing Numbers in Multiple Forms"
g4,t1,s7,u1,,l5,"5-	Comparing Big Numbers"
g4,t1,s7,u1,,l4,"4-	Composing and Decomposing"
g4,t1,s7,u1,,l3,"3-	Many Forms to Write Numbers"
g4,t1,s7,u1,,l2,"1-	Changing Values"
g4,t1,s7,u1,,l1,"1 - Big Numbers"
g4,t1,s6,u8,,l2,"Lesson 2"
g4,t1,s6,u8,,l1,"Lesson 1"
g4,t1,s6,u7,,l5,"Lesson 5"
g4,t1,s6,u7,,l4,"Lesson 4"
g4,t1,s6,u7,,l3,"Lesson 3"
g4,t1,s6,u7,,l2,"Lesson 2"
g4,t1,s6,u7,,l1,"Lesson 1"
g4,t1,s6,u6,,l5,"Lesson 5"
g4,t1,s6,u6,,l4,"Lesson 4"
g4,t1,s6,u6,,l3,"Lesson 3"
g4,t1,s6,u6,,l2,"Lesson 2"
g4,t1,s6,u6,,l1,"Lesson 1"
g4,t1,s6,u5,,l5,"Lesson 5"
g4,t1,s6,u5,,l4,"Lesson 4"
g4,t1,s6,u5,,l3,"Lesson 3"
g4,t1,s6,u5,,l2,"Lesson 2"
g4,t1,s6,u5,,l1,"Lesson 1"
g4,t1,s6,u4,,l2,"Lesson 2"
g4,t1,s6,u4,,l1,"Lesson 1"
g4,t1,s6,u3,,l5,"Lesson 5"
g4,t1,s6,u3,,l4,"Lesson 4"
g4,t1,s6,u3,,l3,"Lesson 3"
g4,t1,s6,u3,,l2,"Lesson 2"
g4,t1,s6,u3,,l1,"Lesson 1"
g4,t1,s6,u2,,l5,"Lesson 5"
g4,t1,s6,u2,,l4,"Lesson 4"
g4,t1,s6,u2,,l3,"Lesson 3"
g4,t1,s6,u2,,l2,"Lesson 2"
g4,t1,s6,u2,,l1,"Lesson 1"
g4,t1,s6,u1,,l5,"Lesson 5"
g4,t1,s6,u1,,l4,"Lesson 4"
g4,t1,s6,u1,,l3,"Lesson 3"
g4,t1,s6,u1,,l2,"Lesson 2"
g4,t1,s6,u1,,l1,"Lesson 1"
g4,t1,s5,u2,,l3,"قيمة الاستقلالية
                (قصة عروستي المفضلة)"
g4,t1,s5,u2,,l2,"قيمة التسامح والسلام
(قصة رحلة إلى المتحف)"
g4,t1,s5,u2,,l1,"قيمة الحب
                (قصة الحزام الأصفر)"
g4,t1,s5,u1,,l3,"قيمة الاستقلالية
                (قصة ورشة العرائس)"
g4,t1,s5,u1,,l2,"قيمة التسامح والسلام
                (قصة رحلة إلى الشاطئ)"
g4,t1,s5,u1,,l1,"قيمة الحب
            
                قصة عرض الكاراتيه"
g4,t1,s4,u2,,l3,"المفهوم الثالث
             
                 (الطاقة والتصادم)"
g4,t1,s4,u2,,l2,"المفهوم الثانى
             
                 (الطاقة والحركة)"
g4,t1,s4,u2,,l1,"المفهوم الأول 
             
                 (الحركة  والتوقف)"
g4,t1,s4,u1,,l4,"المفهوم الرابع
            
                (التواصل ونقل المعلومات)"
g4,t1,s4,u1,,l3,"المفهوم الثالث (الضوء وحاسة البصر)"
g4,t1,s4,u1,,l2,"المفهوم الثانى (كيف تعمل الحواس؟)"
g4,t1,s4,u1,,l1,"المفهوم الأول (البقاء والتكيف)"
g4,t1,s3,u8,,l2,"الثاني: ترتيب العمليات والمسائل الكلامية"
g4,t1,s3,u8,,l1,"الأول: ترتيب إجراء العمليات الحسابية"
g4,t1,s3,u7,,l9,"التاسع: خوارزمية خارج القسمة بالتجزئة"
g4,t1,s3,u7,,l8,"الثامن: القسمة باستخدام نموذج مساحة المستطيل"
g4,t1,s3,u7,,l7,"السابع: الأنماط في عملية القسمة"
g4,t1,s3,u7,,l6,"السادس: استكشاف باقي القسمة"
g4,t1,s3,u7,,l5,"الخامس: ضرب عدد مكون من رقمين في مضاعفات العدد 10"
g4,t1,s3,u7,,l4,"الرابع: الضرب في عدد مكون من رقم واحد"
g4,t1,s3,u7,,l3,"الثالث: خوارزمية عملية الضرب بالتجزئة"
g4,t1,s3,u7,,l2,"الثاني: خاصية التوزيع"
g4,t1,s3,u7,,l11,"الحادي عشر: القسمة والضرب"
g4,t1,s3,u7,,l10,"العاشر: خوارزمية القسمة المعيارية"
g4,t1,s3,u7,,l1,"الأول: إستراتيجية نموذج مساحة المستطيل"
g4,t1,s3,u6,,l6,"السادس: العلاقات بين العوامل والمضاعفات"
g4,t1,s3,u6,,l5,"الخامس: المضاعفات المشتركة"
g4,t1,s3,u6,,l4,"الرابع: تحديد مضاعفات الأعداد الصحيحة"
g4,t1,s3,u6,,l3,"الثالث: العامل المشترك الأكبر )ع. م. أ(."
g4,t1,s3,u6,,l2,"الثاني: الأعداد الأولية والأعداد متعددة العوامل"
g4,t1,s3,u6,,l1,"الأول: تحديد عوامل الأعداد الصحيحة"
g4,t1,s3,u5,,l7,"السابع: تطبيق الأنماط في عملية الضرب"
g4,t1,s3,u5,,l6,"السادس: خاصية الدمج في عملية الضرب"
g4,t1,s3,u5,,l5,"الخامس: خاصية العنصر المحايد والضرب في صفر"
g4,t1,s3,u5,,l4,"الرابع: خاصية الإبدال في عملية الضرب"
g4,t1,s3,u5,,l3,"الثالث: حل معادلات للمقارنة باستخدام عملية الضرب"
g4,t1,s3,u5,,l2,"الثاني: تكوين معادلات للمقارنة باستخدام عملية الضرب."
g4,t1,s3,u5,,l1,"الأول: المقارنة باستخدام عملية الضرب"
g4,t1,s3,u4,,l5,"السابع: تطبيقات القياس 2"
g4,t1,s3,u4,,l4,"الرابع: الأشكال الهندسية المركَّبة"
g4,t1,s3,u4,,l3,"الثالث: أبعاد مجهولة"
g4,t1,s3,u4,,l2,"الثاني: إيجاد المساحة"
g4,t1,s3,u4,,l1,"الأول: إيجاد المحيط"
g4,t1,s3,u3,,l7,"السابع: تطبيقات القياس 2"
g4,t1,s3,u3,,l6,"السادس: تطبيقات القياس 1"
g4,t1,s3,u3,,l5,"الخامس: الوقت المنقضي"
g4,t1,s3,u3,,l4,"الرابع: وحدات قياس الوقت"
g4,t1,s3,u3,,l3,"الثالث: وحدات قياس السعة"
g4,t1,s3,u3,,l2,"الثاني: قياس الكتلة"
g4,t1,s3,u3,,l1,"الأول: قياس الأطوال"
g4,t1,s3,u2,,l5,"الخامس: حل مسائل كلامية متعددة الخطوات باستخدام الجمع والطرح"
g4,t1,s3,u2,,l4,"الرابع: النماذج الشريطية والمتغيرات والمسائل الكلامية"
g4,t1,s3,u2,,l3,"الثالث: الطرح مع إعادة التسمية"
g4,t1,s3,u2,,l2,"الثاني: الجمع مع إعادة التسمية"
g4,t1,s3,u2,,l1,"الأول: خواص عملية الجمع"
g4,t1,s3,u1,,l8,"الثامن: قواعد التقريب"
g4,t1,s3,u1,,l7,"السابع: ترتيب الأعداد تنازليًا وتصاعديًا"
g4,t1,s3,u1,,l6,"السادس: مقارنة الأعداد في صيغ مختلفة"
g4,t1,s3,u1,,l5,"الخامس: مقارنة الأعداد الكبيرة"
g4,t1,s3,u1,,l4,"الرابع: تكوين الأعداد وتحليلها"
g4,t1,s3,u1,,l3,"الثالث: صيغ متنوعة لكتابة الأعداد"
g4,t1,s3,u1,,l2,"الثاني:  تغيير القِيَم المكانية"
g4,t1,s3,u1,,l1,"الأول: الأعداد الكبيرة"
g4,t1,s2,u3,,l5,"شخصيات مصرية مؤثرة:
             
                 طه حسين ومحمد طلعت حرب باشا"
g4,t1,s2,u3,,l4,"الدرس الرابع: حقوق الأطفال"
g4,t1,s2,u3,,l3,"الدرس الثالث: معًا لحياة أفضل!"
